Date,Month,Season,Temperature,DayType,Event,TimeSlot,LocationType,Product,UnitsSold,Sales
2024-05-20,5,Summer,29.13725317627391,Weekday,Holi,Afternoon,Urban,Vanilla,182,7280
2024-05-20,5,Summer,29.13725317627391,Weekday,Holi,Afternoon,Urban,Chocolate,211,10550
2024-05-20,5,Summer,29.13725317627391,Weekday,Holi,Afternoon,Urban,Strawberry,183,8235
2024-05-20,5,Summer,29.13725317627391,Weekday,Holi,Afternoon,Urban,Butterscotch,227,12485
2024-05-20,5,Summer,29.13725317627391,Weekday,Holi,Afternoon,Urban,Coffee,142,8520
2024-05-21,5,Summer,34.557975451036015,Weekday,Summer Vacation,Evening,Urban,Vanilla,227,9080
2024-05-21,5,Summer,34.557975451036015,Weekday,Summer Vacation,Evening,Urban,Chocolate,293,14650
2024-05-21,5,Summer,34.557975451036015,Weekday,Summer Vacation,Evening,Urban,Strawberry,169,7605
2024-05-21,5,Summer,34.557975451036015,Weekday,Summer Vacation,Evening,Urban,Butterscotch,277,15235
2024-05-21,5,Summer,34.557975451036015,Weekday,Summer Vacation,Evening,Urban,Coffee,212,12720
2024-05-22,5,Summer,34.84944038791499,Weekday,None,Afternoon,Urban,Vanilla,159,6360
2024-05-22,5,Summer,34.84944038791499,Weekday,None,Afternoon,Urban,Chocolate,240,12000
2024-05-22,5,Summer,34.84944038791499,Weekday,None,Afternoon,Urban,Strawberry,161,7245
2024-05-22,5,Summer,34.84944038791499,Weekday,None,Afternoon,Urban,Butterscotch,213,11715
2024-05-22,5,Summer,34.84944038791499,Weekday,None,Afternoon,Urban,Coffee,127,7620
2024-05-23,5,Summer,34.24518922260577,Weekday,Navratri,Morning,Urban,Vanilla,193,7720
2024-05-23,5,Summer,34.24518922260577,Weekday,Navratri,Morning,Urban,Chocolate,258,12900
2024-05-23,5,Summer,34.24518922260577,Weekday,Navratri,Morning,Urban,Strawberry,185,8325
2024-05-23,5,Summer,34.24518922260577,Weekday,Navratri,Morning,Urban,Butterscotch,221,12155
2024-05-23,5,Summer,34.24518922260577,Weekday,Navratri,Morning,Urban,Coffee,169,10140
2024-05-24,5,Summer,39.42390045670037,Weekday,None,Evening,Urban,Vanilla,228,9120
2024-05-24,5,Summer,39.42390045670037,Weekday,None,Evening,Urban,Chocolate,262,13100
2024-05-24,5,Summer,39.42390045670037,Weekday,None,Evening,Urban,Strawberry,173,7785
2024-05-24,5,Summer,39.42390045670037,Weekday,None,Evening,Urban,Butterscotch,266,14630
2024-05-24,5,Summer,39.42390045670037,Weekday,None,Evening,Urban,Coffee,208,12480
2024-05-25,5,Summer,39.85728943415465,Weekend,None,Night,Rural,Vanilla,185,7400
2024-05-25,5,Summer,39.85728943415465,Weekend,None,Night,Rural,Chocolate,220,11000
2024-05-25,5,Summer,39.85728943415465,Weekend,None,Night,Rural,Strawberry,140,6300
2024-05-25,5,Summer,39.85728943415465,Weekend,None,Night,Rural,Butterscotch,203,11165
2024-05-25,5,Summer,39.85728943415465,Weekend,None,Night,Rural,Coffee,165,9900
2024-05-26,5,Summer,36.20108001553639,Weekend,Summer Vacation,Evening,Urban,Vanilla,269,10760
2024-05-26,5,Summer,36.20108001553639,Weekend,Summer Vacation,Evening,Urban,Chocolate,296,14800
2024-05-26,5,Summer,36.20108001553639,Weekend,Summer Vacation,Evening,Urban,Strawberry,224,10080
2024-05-26,5,Summer,36.20108001553639,Weekend,Summer Vacation,Evening,Urban,Butterscotch,309,16995
2024-05-26,5,Summer,36.20108001553639,Weekend,Summer Vacation,Evening,Urban,Coffee,196,11760
2024-05-27,5,Summer,40.58811476597005,Weekday,None,Evening,Urban,Vanilla,190,7600
2024-05-27,5,Summer,40.58811476597005,Weekday,None,Evening,Urban,Chocolate,285,14250
2024-05-27,5,Summer,40.58811476597005,Weekday,None,Evening,Urban,Strawberry,212,9540
2024-05-27,5,Summer,40.58811476597005,Weekday,None,Evening,Urban,Butterscotch,248,13640
2024-05-27,5,Summer,40.58811476597005,Weekday,None,Evening,Urban,Coffee,173,10380
2024-05-28,5,Summer,34.42437588742625,Weekday,None,Night,Urban,Vanilla,202,8080
2024-05-28,5,Summer,34.42437588742625,Weekday,None,Night,Urban,Chocolate,198,9900
2024-05-28,5,Summer,34.42437588742625,Weekday,None,Night,Urban,Strawberry,139,6255
2024-05-28,5,Summer,34.42437588742625,Weekday,None,Night,Urban,Butterscotch,199,10945
2024-05-28,5,Summer,34.42437588742625,Weekday,None,Night,Urban,Coffee,152,9120
2024-05-29,5,Summer,36.9894013848784,Weekday,None,Afternoon,Rural,Vanilla,178,7120
2024-05-29,5,Summer,36.9894013848784,Weekday,None,Afternoon,Rural,Chocolate,190,9500
2024-05-29,5,Summer,36.9894013848784,Weekday,None,Afternoon,Rural,Strawberry,141,6345
2024-05-29,5,Summer,36.9894013848784,Weekday,None,Afternoon,Rural,Butterscotch,165,9075
2024-05-29,5,Summer,36.9894013848784,Weekday,None,Afternoon,Rural,Coffee,96,5760
2024-05-30,5,Summer,39.41144898838732,Weekday,Holi,Evening,Rural,Vanilla,257,10280
2024-05-30,5,Summer,39.41144898838732,Weekday,Holi,Evening,Rural,Chocolate,279,13950
2024-05-30,5,Summer,39.41144898838732,Weekday,Holi,Evening,Rural,Strawberry,218,9810
2024-05-30,5,Summer,39.41144898838732,Weekday,Holi,Evening,Rural,Butterscotch,263,14465
2024-05-30,5,Summer,39.41144898838732,Weekday,Holi,Evening,Rural,Coffee,177,10620
2024-05-31,5,Summer,39.59499678781579,Weekday,None,Night,Urban,Vanilla,195,7800
2024-05-31,5,Summer,39.59499678781579,Weekday,None,Night,Urban,Chocolate,245,12250
2024-05-31,5,Summer,39.59499678781579,Weekday,None,Night,Urban,Strawberry,171,7695
2024-05-31,5,Summer,39.59499678781579,Weekday,None,Night,Urban,Butterscotch,188,10340
2024-05-31,5,Summer,39.59499678781579,Weekday,None,Night,Urban,Coffee,145,8700
2024-06-01,6,Summer,38.132187702219795,Weekend,None,Evening,Urban,Vanilla,206,8240
2024-06-01,6,Summer,38.132187702219795,Weekend,None,Evening,Urban,Chocolate,302,15100
2024-06-01,6,Summer,38.132187702219795,Weekend,None,Evening,Urban,Strawberry,217,9765
2024-06-01,6,Summer,38.132187702219795,Weekend,None,Evening,Urban,Butterscotch,270,14850
2024-06-01,6,Summer,38.132187702219795,Weekend,None,Evening,Urban,Coffee,171,10260
2024-06-02,6,Summer,40.95177061173336,Weekend,None,Morning,Urban,Vanilla,209,8360
2024-06-02,6,Summer,40.95177061173336,Weekend,None,Morning,Urban,Chocolate,227,11350
2024-06-02,6,Summer,40.95177061173336,Weekend,None,Morning,Urban,Strawberry,209,9405
2024-06-02,6,Summer,40.95177061173336,Weekend,None,Morning,Urban,Butterscotch,249,13695
2024-06-02,6,Summer,40.95177061173336,Weekend,None,Morning,Urban,Coffee,171,10260
2024-06-03,6,Summer,37.319172601586224,Weekday,None,Evening,Urban,Vanilla,217,8680
2024-06-03,6,Summer,37.319172601586224,Weekday,None,Evening,Urban,Chocolate,242,12100
2024-06-03,6,Summer,37.319172601586224,Weekday,None,Evening,Urban,Strawberry,212,9540
2024-06-03,6,Summer,37.319172601586224,Weekday,None,Evening,Urban,Butterscotch,219,12045
2024-06-03,6,Summer,37.319172601586224,Weekday,None,Evening,Urban,Coffee,124,7440
2024-06-04,6,Summer,39.540905101595456,Weekday,None,Afternoon,Urban,Vanilla,162,6480
2024-06-04,6,Summer,39.540905101595456,Weekday,None,Afternoon,Urban,Chocolate,229,11450
2024-06-04,6,Summer,39.540905101595456,Weekday,None,Afternoon,Urban,Strawberry,146,6570
2024-06-04,6,Summer,39.540905101595456,Weekday,None,Afternoon,Urban,Butterscotch,208,11440
2024-06-04,6,Summer,39.540905101595456,Weekday,None,Afternoon,Urban,Coffee,129,7740
2024-06-05,6,Summer,39.383816252953494,Weekday,None,Morning,Rural,Vanilla,149,5960
2024-06-05,6,Summer,39.383816252953494,Weekday,None,Morning,Rural,Chocolate,198,9900
2024-06-05,6,Summer,39.383816252953494,Weekday,None,Morning,Rural,Strawberry,136,6120
2024-06-05,6,Summer,39.383816252953494,Weekday,None,Morning,Rural,Butterscotch,182,10010
2024-06-05,6,Summer,39.383816252953494,Weekday,None,Morning,Rural,Coffee,104,6240
2024-06-06,6,Summer,40.42178316900693,Weekday,None,Evening,Urban,Vanilla,221,8840
2024-06-06,6,Summer,40.42178316900693,Weekday,None,Evening,Urban,Chocolate,277,13850
2024-06-06,6,Summer,40.42178316900693,Weekday,None,Evening,Urban,Strawberry,191,8595
2024-06-06,6,Summer,40.42178316900693,Weekday,None,Evening,Urban,Butterscotch,261,14355
2024-06-06,6,Summer,40.42178316900693,Weekday,None,Evening,Urban,Coffee,173,10380
2024-06-07,6,Summer,36.62592445095633,Weekday,None,Afternoon,Rural,Vanilla,162,6480
2024-06-07,6,Summer,36.62592445095633,Weekday,None,Afternoon,Rural,Chocolate,201,10050
2024-06-07,6,Summer,36.62592445095633,Weekday,None,Afternoon,Rural,Strawberry,125,5625
2024-06-07,6,Summer,36.62592445095633,Weekday,None,Afternoon,Rural,Butterscotch,158,8690
2024-06-07,6,Summer,36.62592445095633,Weekday,None,Afternoon,Rural,Coffee,131,7860
2024-06-08,6,Summer,37.24385262609543,Weekend,Holi,Evening,Urban,Vanilla,261,10440
2024-06-08,6,Summer,37.24385262609543,Weekend,Holi,Evening,Urban,Chocolate,302,15100
2024-06-08,6,Summer,37.24385262609543,Weekend,Holi,Evening,Urban,Strawberry,222,9990
2024-06-08,6,Summer,37.24385262609543,Weekend,Holi,Evening,Urban,Butterscotch,325,17875
2024-06-08,6,Summer,37.24385262609543,Weekend,Holi,Evening,Urban,Coffee,200,12000
2024-06-09,6,Summer,37.03087289368098,Weekend,None,Afternoon,Rural,Vanilla,170,6800
2024-06-09,6,Summer,37.03087289368098,Weekend,None,Afternoon,Rural,Chocolate,216,10800
2024-06-09,6,Summer,37.03087289368098,Weekend,None,Afternoon,Rural,Strawberry,171,7695
2024-06-09,6,Summer,37.03087289368098,Weekend,None,Afternoon,Rural,Butterscotch,213,11715
2024-06-09,6,Summer,37.03087289368098,Weekend,None,Afternoon,Rural,Coffee,124,7440
2024-06-10,6,Summer,42.096568941218564,Weekday,None,Night,Rural,Vanilla,170,6800
2024-06-10,6,Summer,42.096568941218564,Weekday,None,Night,Rural,Chocolate,171,8550
2024-06-10,6,Summer,42.096568941218564,Weekday,None,Night,Rural,Strawberry,157,7065
2024-06-10,6,Summer,42.096568941218564,Weekday,None,Night,Rural,Butterscotch,217,11935
2024-06-10,6,Summer,42.096568941218564,Weekday,None,Night,Rural,Coffee,131,7860
2024-06-11,6,Summer,37.32351972999609,Weekday,None,Evening,Rural,Vanilla,191,7640
2024-06-11,6,Summer,37.32351972999609,Weekday,None,Evening,Rural,Chocolate,218,10900
2024-06-11,6,Summer,37.32351972999609,Weekday,None,Evening,Rural,Strawberry,177,7965
2024-06-11,6,Summer,37.32351972999609,Weekday,None,Evening,Rural,Butterscotch,218,11990
2024-06-11,6,Summer,37.32351972999609,Weekday,None,Evening,Rural,Coffee,126,7560
2024-06-12,6,Summer,38.06753892319318,Weekday,Summer Vacation,Afternoon,Urban,Vanilla,185,7400
2024-06-12,6,Summer,38.06753892319318,Weekday,Summer Vacation,Afternoon,Urban,Chocolate,255,12750
2024-06-12,6,Summer,38.06753892319318,Weekday,Summer Vacation,Afternoon,Urban,Strawberry,229,10305
2024-06-12,6,Summer,38.06753892319318,Weekday,Summer Vacation,Afternoon,Urban,Butterscotch,199,10945
2024-06-12,6,Summer,38.06753892319318,Weekday,Summer Vacation,Afternoon,Urban,Coffee,172,10320
2024-06-13,6,Summer,43.17708137844431,Weekday,None,Night,Urban,Vanilla,201,8040
2024-06-13,6,Summer,43.17708137844431,Weekday,None,Night,Urban,Chocolate,226,11300
2024-06-13,6,Summer,43.17708137844431,Weekday,None,Night,Urban,Strawberry,178,8010
2024-06-13,6,Summer,43.17708137844431,Weekday,None,Night,Urban,Butterscotch,196,10780
2024-06-13,6,Summer,43.17708137844431,Weekday,None,Night,Urban,Coffee,171,10260
2024-06-14,6,Summer,38.47952173149619,Weekday,None,Morning,Urban,Vanilla,167,6680
2024-06-14,6,Summer,38.47952173149619,Weekday,None,Morning,Urban,Chocolate,204,10200
2024-06-14,6,Summer,38.47952173149619,Weekday,None,Morning,Urban,Strawberry,173,7785
2024-06-14,6,Summer,38.47952173149619,Weekday,None,Morning,Urban,Butterscotch,230,12650
2024-06-14,6,Summer,38.47952173149619,Weekday,None,Morning,Urban,Coffee,144,8640
2024-06-15,6,Summer,30.863011877740327,Weekend,None,Evening,Urban,Vanilla,222,8880
2024-06-15,6,Summer,30.863011877740327,Weekend,None,Evening,Urban,Chocolate,246,12300
2024-06-15,6,Summer,30.863011877740327,Weekend,None,Evening,Urban,Strawberry,194,8730
2024-06-15,6,Summer,30.863011877740327,Weekend,None,Evening,Urban,Butterscotch,248,13640
2024-06-15,6,Summer,30.863011877740327,Weekend,None,Evening,Urban,Coffee,168,10080
2024-06-16,6,Summer,37.44197691712371,Weekend,None,Afternoon,Rural,Vanilla,186,7440
2024-06-16,6,Summer,37.44197691712371,Weekend,None,Afternoon,Rural,Chocolate,231,11550
2024-06-16,6,Summer,37.44197691712371,Weekend,None,Afternoon,Rural,Strawberry,168,7560
2024-06-16,6,Summer,37.44197691712371,Weekend,None,Afternoon,Rural,Butterscotch,196,10780
2024-06-16,6,Summer,37.44197691712371,Weekend,None,Afternoon,Rural,Coffee,135,8100
2024-06-17,6,Summer,36.41300475739062,Weekday,None,Evening,Urban,Vanilla,193,7720
2024-06-17,6,Summer,36.41300475739062,Weekday,None,Evening,Urban,Chocolate,250,12500
2024-06-17,6,Summer,36.41300475739062,Weekday,None,Evening,Urban,Strawberry,180,8100
2024-06-17,6,Summer,36.41300475739062,Weekday,None,Evening,Urban,Butterscotch,251,13805
2024-06-17,6,Summer,36.41300475739062,Weekday,None,Evening,Urban,Coffee,187,11220
2024-06-18,6,Summer,43.78653189206527,Weekday,Navratri,Evening,Urban,Vanilla,267,10680
2024-06-18,6,Summer,43.78653189206527,Weekday,Navratri,Evening,Urban,Chocolate,324,16200
2024-06-18,6,Summer,43.78653189206527,Weekday,Navratri,Evening,Urban,Strawberry,268,12060
2024-06-18,6,Summer,43.78653189206527,Weekday,Navratri,Evening,Urban,Butterscotch,270,14850
2024-06-18,6,Summer,43.78653189206527,Weekday,Navratri,Evening,Urban,Coffee,195,11700
2024-06-19,6,Summer,40.56560452324479,Weekday,None,Evening,Urban,Vanilla,225,9000
2024-06-19,6,Summer,40.56560452324479,Weekday,None,Evening,Urban,Chocolate,263,13150
2024-06-19,6,Summer,40.56560452324479,Weekday,None,Evening,Urban,Strawberry,191,8595
2024-06-19,6,Summer,40.56560452324479,Weekday,None,Evening,Urban,Butterscotch,262,14410
2024-06-19,6,Summer,40.56560452324479,Weekday,None,Evening,Urban,Coffee,163,9780
2024-06-20,6,Summer,35.825287904525624,Weekday,Summer Vacation,Morning,Urban,Vanilla,199,7960
2024-06-20,6,Summer,35.825287904525624,Weekday,Summer Vacation,Morning,Urban,Chocolate,249,12450
2024-06-20,6,Summer,35.825287904525624,Weekday,Summer Vacation,Morning,Urban,Strawberry,172,7740
2024-06-20,6,Summer,35.825287904525624,Weekday,Summer Vacation,Morning,Urban,Butterscotch,251,13805
2024-06-20,6,Summer,35.825287904525624,Weekday,Summer Vacation,Morning,Urban,Coffee,161,9660
2024-06-21,6,Summer,34.74275686765535,Weekday,None,Afternoon,Rural,Vanilla,149,5960
2024-06-21,6,Summer,34.74275686765535,Weekday,None,Afternoon,Rural,Chocolate,178,8900
2024-06-21,6,Summer,34.74275686765535,Weekday,None,Afternoon,Rural,Strawberry,98,4410
2024-06-21,6,Summer,34.74275686765535,Weekday,None,Afternoon,Rural,Butterscotch,145,7975
2024-06-21,6,Summer,34.74275686765535,Weekday,None,Afternoon,Rural,Coffee,108,6480
2024-06-22,6,Summer,37.22777417844512,Weekend,Holi,Afternoon,Rural,Vanilla,210,8400
2024-06-22,6,Summer,37.22777417844512,Weekend,Holi,Afternoon,Rural,Chocolate,271,13550
2024-06-22,6,Summer,37.22777417844512,Weekend,Holi,Afternoon,Rural,Strawberry,200,9000
2024-06-22,6,Summer,37.22777417844512,Weekend,Holi,Afternoon,Rural,Butterscotch,232,12760
2024-06-22,6,Summer,37.22777417844512,Weekend,Holi,Afternoon,Rural,Coffee,189,11340
2024-06-23,6,Summer,39.98760810019584,Weekend,None,Afternoon,Urban,Vanilla,197,7880
2024-06-23,6,Summer,39.98760810019584,Weekend,None,Afternoon,Urban,Chocolate,258,12900
2024-06-23,6,Summer,39.98760810019584,Weekend,None,Afternoon,Urban,Strawberry,201,9045
2024-06-23,6,Summer,39.98760810019584,Weekend,None,Afternoon,Urban,Butterscotch,232,12760
2024-06-23,6,Summer,39.98760810019584,Weekend,None,Afternoon,Urban,Coffee,171,10260
2024-06-24,6,Summer,37.25059053699404,Weekday,None,Afternoon,Urban,Vanilla,161,6440
2024-06-24,6,Summer,37.25059053699404,Weekday,None,Afternoon,Urban,Chocolate,194,9700
2024-06-24,6,Summer,37.25059053699404,Weekday,None,Afternoon,Urban,Strawberry,147,6615
2024-06-24,6,Summer,37.25059053699404,Weekday,None,Afternoon,Urban,Butterscotch,214,11770
2024-06-24,6,Summer,37.25059053699404,Weekday,None,Afternoon,Urban,Coffee,149,8940
2024-06-25,6,Summer,37.61336786393374,Weekday,Christmas,Evening,Urban,Vanilla,240,9600
2024-06-25,6,Summer,37.61336786393374,Weekday,Christmas,Evening,Urban,Chocolate,278,13900
2024-06-25,6,Summer,37.61336786393374,Weekday,Christmas,Evening,Urban,Strawberry,237,10665
2024-06-25,6,Summer,37.61336786393374,Weekday,Christmas,Evening,Urban,Butterscotch,271,14905
2024-06-25,6,Summer,37.61336786393374,Weekday,Christmas,Evening,Urban,Coffee,193,11580
2024-06-26,6,Summer,37.95704167185268,Weekday,Summer Vacation,Afternoon,Urban,Vanilla,212,8480
2024-06-26,6,Summer,37.95704167185268,Weekday,Summer Vacation,Afternoon,Urban,Chocolate,285,14250
2024-06-26,6,Summer,37.95704167185268,Weekday,Summer Vacation,Afternoon,Urban,Strawberry,180,8100
2024-06-26,6,Summer,37.95704167185268,Weekday,Summer Vacation,Afternoon,Urban,Butterscotch,243,13365
2024-06-26,6,Summer,37.95704167185268,Weekday,Summer Vacation,Afternoon,Urban,Coffee,197,11820
2024-06-27,6,Summer,34.061094410158184,Weekday,None,Afternoon,Urban,Vanilla,178,7120
2024-06-27,6,Summer,34.061094410158184,Weekday,None,Afternoon,Urban,Chocolate,208,10400
2024-06-27,6,Summer,34.061094410158184,Weekday,None,Afternoon,Urban,Strawberry,131,5895
2024-06-27,6,Summer,34.061094410158184,Weekday,None,Afternoon,Urban,Butterscotch,199,10945
2024-06-27,6,Summer,34.061094410158184,Weekday,None,Afternoon,Urban,Coffee,139,8340
2024-06-28,6,Summer,39.59739292336609,Weekday,None,Evening,Rural,Vanilla,176,7040
2024-06-28,6,Summer,39.59739292336609,Weekday,None,Evening,Rural,Chocolate,248,12400
2024-06-28,6,Summer,39.59739292336609,Weekday,None,Evening,Rural,Strawberry,161,7245
2024-06-28,6,Summer,39.59739292336609,Weekday,None,Evening,Rural,Butterscotch,227,12485
2024-06-28,6,Summer,39.59739292336609,Weekday,None,Evening,Rural,Coffee,165,9900
2024-06-29,6,Summer,43.55612013444101,Weekend,None,Afternoon,Urban,Vanilla,214,8560
2024-06-29,6,Summer,43.55612013444101,Weekend,None,Afternoon,Urban,Chocolate,273,13650
2024-06-29,6,Summer,43.55612013444101,Weekend,None,Afternoon,Urban,Strawberry,200,9000
2024-06-29,6,Summer,43.55612013444101,Weekend,None,Afternoon,Urban,Butterscotch,242,13310
2024-06-29,6,Summer,43.55612013444101,Weekend,None,Afternoon,Urban,Coffee,165,9900
2024-06-30,6,Summer,38.30135885135634,Weekend,None,Afternoon,Urban,Vanilla,173,6920
2024-06-30,6,Summer,38.30135885135634,Weekend,None,Afternoon,Urban,Chocolate,217,10850
2024-06-30,6,Summer,38.30135885135634,Weekend,None,Afternoon,Urban,Strawberry,215,9675
2024-06-30,6,Summer,38.30135885135634,Weekend,None,Afternoon,Urban,Butterscotch,210,11550
2024-06-30,6,Summer,38.30135885135634,Weekend,None,Afternoon,Urban,Coffee,148,8880
2024-07-01,7,Monsoon,31.207440027445195,Weekday,None,Afternoon,Rural,Vanilla,92,3680
2024-07-01,7,Monsoon,31.207440027445195,Weekday,None,Afternoon,Rural,Chocolate,114,5700
2024-07-01,7,Monsoon,31.207440027445195,Weekday,None,Afternoon,Rural,Strawberry,105,4725
2024-07-01,7,Monsoon,31.207440027445195,Weekday,None,Afternoon,Rural,Butterscotch,85,4675
2024-07-01,7,Monsoon,31.207440027445195,Weekday,None,Afternoon,Rural,Coffee,83,4980
2024-07-02,7,Monsoon,29.439283173234028,Weekday,None,Evening,Rural,Vanilla,148,5920
2024-07-02,7,Monsoon,29.439283173234028,Weekday,None,Evening,Rural,Chocolate,161,8050
2024-07-02,7,Monsoon,29.439283173234028,Weekday,None,Evening,Rural,Strawberry,120,5400
2024-07-02,7,Monsoon,29.439283173234028,Weekday,None,Evening,Rural,Butterscotch,120,6600
2024-07-02,7,Monsoon,29.439283173234028,Weekday,None,Evening,Rural,Coffee,91,5460
2024-07-03,7,Monsoon,28.99185432575713,Weekday,Summer Vacation,Evening,Urban,Vanilla,181,7240
2024-07-03,7,Monsoon,28.99185432575713,Weekday,Summer Vacation,Evening,Urban,Chocolate,212,10600
2024-07-03,7,Monsoon,28.99185432575713,Weekday,Summer Vacation,Evening,Urban,Strawberry,173,7785
2024-07-03,7,Monsoon,28.99185432575713,Weekday,Summer Vacation,Evening,Urban,Butterscotch,198,10890
2024-07-03,7,Monsoon,28.99185432575713,Weekday,Summer Vacation,Evening,Urban,Coffee,122,7320
2024-07-04,7,Monsoon,26.000264721474966,Weekday,None,Afternoon,Urban,Vanilla,107,4280
2024-07-04,7,Monsoon,26.000264721474966,Weekday,None,Afternoon,Urban,Chocolate,126,6300
2024-07-04,7,Monsoon,26.000264721474966,Weekday,None,Afternoon,Urban,Strawberry,120,5400
2024-07-04,7,Monsoon,26.000264721474966,Weekday,None,Afternoon,Urban,Butterscotch,133,7315
2024-07-04,7,Monsoon,26.000264721474966,Weekday,None,Afternoon,Urban,Coffee,99,5940
2024-07-05,7,Monsoon,28.000255139178297,Weekday,Summer Vacation,Morning,Urban,Vanilla,157,6280
2024-07-05,7,Monsoon,28.000255139178297,Weekday,Summer Vacation,Morning,Urban,Chocolate,175,8750
2024-07-05,7,Monsoon,28.000255139178297,Weekday,Summer Vacation,Morning,Urban,Strawberry,158,7110
2024-07-05,7,Monsoon,28.000255139178297,Weekday,Summer Vacation,Morning,Urban,Butterscotch,174,9570
2024-07-05,7,Monsoon,28.000255139178297,Weekday,Summer Vacation,Morning,Urban,Coffee,131,7860
2024-07-06,7,Monsoon,32.21570867361649,Weekend,None,Afternoon,Urban,Vanilla,160,6400
2024-07-06,7,Monsoon,32.21570867361649,Weekend,None,Afternoon,Urban,Chocolate,182,9100
2024-07-06,7,Monsoon,32.21570867361649,Weekend,None,Afternoon,Urban,Strawberry,144,6480
2024-07-06,7,Monsoon,32.21570867361649,Weekend,None,Afternoon,Urban,Butterscotch,174,9570
2024-07-06,7,Monsoon,32.21570867361649,Weekend,None,Afternoon,Urban,Coffee,100,6000
2024-07-07,7,Monsoon,27.685929525965353,Weekend,None,Night,Urban,Vanilla,147,5880
2024-07-07,7,Monsoon,27.685929525965353,Weekend,None,Night,Urban,Chocolate,159,7950
2024-07-07,7,Monsoon,27.685929525965353,Weekend,None,Night,Urban,Strawberry,105,4725
2024-07-07,7,Monsoon,27.685929525965353,Weekend,None,Night,Urban,Butterscotch,135,7425
2024-07-07,7,Monsoon,27.685929525965353,Weekend,None,Night,Urban,Coffee,117,7020
2024-07-08,7,Monsoon,27.188359641154314,Weekday,None,Afternoon,Rural,Vanilla,74,2960
2024-07-08,7,Monsoon,27.188359641154314,Weekday,None,Afternoon,Rural,Chocolate,100,5000
2024-07-08,7,Monsoon,27.188359641154314,Weekday,None,Afternoon,Rural,Strawberry,82,3690
2024-07-08,7,Monsoon,27.188359641154314,Weekday,None,Afternoon,Rural,Butterscotch,114,6270
2024-07-08,7,Monsoon,27.188359641154314,Weekday,None,Afternoon,Rural,Coffee,79,4740
2024-07-09,7,Monsoon,27.571869764035643,Weekday,None,Afternoon,Urban,Vanilla,130,5200
2024-07-09,7,Monsoon,27.571869764035643,Weekday,None,Afternoon,Urban,Chocolate,168,8400
2024-07-09,7,Monsoon,27.571869764035643,Weekday,None,Afternoon,Urban,Strawberry,70,3150
2024-07-09,7,Monsoon,27.571869764035643,Weekday,None,Afternoon,Urban,Butterscotch,100,5500
2024-07-09,7,Monsoon,27.571869764035643,Weekday,None,Afternoon,Urban,Coffee,110,6600
2024-07-10,7,Monsoon,32.15120911831147,Weekday,None,Evening,Rural,Vanilla,118,4720
2024-07-10,7,Monsoon,32.15120911831147,Weekday,None,Evening,Rural,Chocolate,151,7550
2024-07-10,7,Monsoon,32.15120911831147,Weekday,None,Evening,Rural,Strawberry,118,5310
2024-07-10,7,Monsoon,32.15120911831147,Weekday,None,Evening,Rural,Butterscotch,146,8030
2024-07-10,7,Monsoon,32.15120911831147,Weekday,None,Evening,Rural,Coffee,80,4800
2024-07-11,7,Monsoon,34.420663288669786,Weekday,None,Evening,Rural,Vanilla,146,5840
2024-07-11,7,Monsoon,34.420663288669786,Weekday,None,Evening,Rural,Chocolate,160,8000
2024-07-11,7,Monsoon,34.420663288669786,Weekday,None,Evening,Rural,Strawberry,120,5400
2024-07-11,7,Monsoon,34.420663288669786,Weekday,None,Evening,Rural,Butterscotch,161,8855
2024-07-11,7,Monsoon,34.420663288669786,Weekday,None,Evening,Rural,Coffee,138,8280
2024-07-12,7,Monsoon,30.362079192089045,Weekday,None,Night,Urban,Vanilla,133,5320
2024-07-12,7,Monsoon,30.362079192089045,Weekday,None,Night,Urban,Chocolate,157,7850
2024-07-12,7,Monsoon,30.362079192089045,Weekday,None,Night,Urban,Strawberry,98,4410
2024-07-12,7,Monsoon,30.362079192089045,Weekday,None,Night,Urban,Butterscotch,134,7370
2024-07-12,7,Monsoon,30.362079192089045,Weekday,None,Night,Urban,Coffee,98,5880
2024-07-13,7,Monsoon,27.08788289663321,Weekend,None,Afternoon,Urban,Vanilla,166,6640
2024-07-13,7,Monsoon,27.08788289663321,Weekend,None,Afternoon,Urban,Chocolate,169,8450
2024-07-13,7,Monsoon,27.08788289663321,Weekend,None,Afternoon,Urban,Strawberry,135,6075
2024-07-13,7,Monsoon,27.08788289663321,Weekend,None,Afternoon,Urban,Butterscotch,143,7865
2024-07-13,7,Monsoon,27.08788289663321,Weekend,None,Afternoon,Urban,Coffee,83,4980
2024-07-14,7,Monsoon,28.756960643599523,Weekend,None,Evening,Urban,Vanilla,188,7520
2024-07-14,7,Monsoon,28.756960643599523,Weekend,None,Evening,Urban,Chocolate,212,10600
2024-07-14,7,Monsoon,28.756960643599523,Weekend,None,Evening,Urban,Strawberry,146,6570
2024-07-14,7,Monsoon,28.756960643599523,Weekend,None,Evening,Urban,Butterscotch,178,9790
2024-07-14,7,Monsoon,28.756960643599523,Weekend,None,Evening,Urban,Coffee,139,8340
2024-07-15,7,Monsoon,30.63150897330414,Weekday,None,Night,Rural,Vanilla,105,4200
2024-07-15,7,Monsoon,30.63150897330414,Weekday,None,Night,Rural,Chocolate,106,5300
2024-07-15,7,Monsoon,30.63150897330414,Weekday,None,Night,Rural,Strawberry,92,4140
